Document_ID,Source_ID,Relationship_Type,Target_ID,Weight,Dependency
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:quartiles,NEXT,DATA_PRE_PROCESSING_concept:interquartile_range,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:interquartile_range,NEXT,DATA_PRE_PROCESSING_concept:variance,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:variance,NEXT,DATA_PRE_PROCESSING_concept:standard_deviation,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:standard_deviation,NEXT,DATA_PRE_PROCESSING_concept:bar_chart,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:bar_chart,NEXT,DATA_PRE_PROCESSING_concept:pie_chart,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:pie_chart,NEXT,DATA_PRE_PROCESSING_concept:line_chart,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:line_chart,NEXT,DATA_PRE_PROCESSING_concept:histogram,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:histogram,NEXT,DATA_PRE_PROCESSING_concept:scatter_plot,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:scatter_plot,NEXT,DATA_PRE_PROCESSING_concept:data_cleaning,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_cleaning,NEXT,DATA_PRE_PROCESSING_concept:data_integration,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_integration,NEXT,DATA_PRE_PROCESSING_concept:data_reduction,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_reduction,NEXT,DATA_PRE_PROCESSING_concept:data_transformation,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_transformation,NEXT,DATA_PRE_PROCESSING_concept:skewed_data,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:skewed_data,NEXT,DATA_PRE_PROCESSING_concept:skewed_data_normalization,3,2
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:variance,REQUIRES,DATA_PRE_PROCESSING_concept:mean,5,5
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:standard_deviation,REQUIRES,DATA_PRE_PROCESSING_concept:variance,5,5
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:interquartile_range,REQUIRES,DATA_PRE_PROCESSING_concept:quartiles,5,5
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:skewed_data_normalization,REQUIRES,DATA_PRE_PROCESSING_concept:skewed_data,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:information_rights_and_obligations,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:property_rights_and_obligations,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:accountability_and_control,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:system_quality,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:quality_of_life,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:information_rights_and_obligations,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:property_rights_and_obligations,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:accountability_and_control,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:system_quality,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:quality_of_life,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:information_rights_and_obligations,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:privacy,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:property_rights_and_obligations,IS_SUBCONCEPT_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:intellectual_property,4,3
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,IS_PREREQUISITE_OF,ETHICAL_AND_SOCIAL_ISSUES_concept:ethical_analysis,5,4
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethical_analysis,REQUIRES,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,4,3
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:database,REQUIRES,FOUNDATION_BI_concept:dbms,5,5
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:dbms,IS_PREREQUISITE_OF,FOUNDATION_BI_concept:relational_dbms,4,4
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:relational_dbms,NEXT,FOUNDATION_BI_concept:data_warehouse,3,2
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:data_mining,REQUIRES,FOUNDATION_BI_concept:database,5,5
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:business_intelligence,REQUIRES,FOUNDATION_BI_concept:database,5,5
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:information_policy,REQUIRES,FOUNDATION_BI_concept:database,4,4
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:big_data,REQUIRES,FOUNDATION_BI_concept:database,3,3
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:data_warehouse,REQUIRES,FOUNDATION_BI_concept:dbms,4,4
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:cloud_computing,REQUIRES,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,5,5
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:virtualization,REQUIRES,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,4,4
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:service_oriented_architecture,REQUIRES,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,3,3
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:moores_law,IS_PREREQUISITE_OF,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,3,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:machine_learning,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:expert_systems,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:neural_networks,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:genetic_algorithms,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:natural_language_processing,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:computer_vision_systems,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:robotics,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:artificial_intelligence,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:intelligent_agents,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management,REQUIRES,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge,5,5
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:tacit_knowledge,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:explicit_knowledge,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management_value_chain,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_acquisition,NEXT,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_storage,3,2
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_storage,NEXT,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_dissemination,3,2
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_dissemination,NEXT,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_application,3,2
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_application,REQUIRES,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_acquisition,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_application,REQUIRES,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_storage,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_application,REQUIRES,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_dissemination,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_work_systems,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:computer_aided_design,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_work_systems,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:virtual_reality_systems,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_work_systems,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:enterprise_content_management_systems,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:learning_management_systems,IS_SUBCONCEPT_OF,MANAGING_KNOWLEDGE_AND_AI_concept:knowledge_management,4,3
MIS_Chapter_11,MANAGING_KNOWLEDGE_AND_AI_concept:neural_networks,REQUIRES,MANAGING_KNOWLEDGE_AND_AI_concept:machine_learning,4,3
MSSQL-Data-Aggregation,AGGREGATION_concept:aggregate_functions,REQUIRES,AGGREGATION_concept:grouping,5,5
MSSQL-Data-Aggregation,AGGREGATION_concept:having_clause,REQUIRES,AGGREGATION_concept:aggregate_functions,5,5
MSSQL-Data-Aggregation,AGGREGATION_concept:having_clause,REQUIRES,AGGREGATION_concept:grouping,4,4
MSSQL_Functions,BUILT_IN_FUNCTION_concept:string_functions,REQUIRES,BUILT_IN_FUNCTION_concept:sql_basics,5,5
MSSQL_Functions,BUILT_IN_FUNCTION_concept:math_functions,REQUIRES,BUILT_IN_FUNCTION_concept:sql_basics,5,5
MSSQL_Functions,BUILT_IN_FUNCTION_concept:date_functions,REQUIRES,BUILT_IN_FUNCTION_concept:sql_basics,5,5
MSSQL_Functions,BUILT_IN_FUNCTION_concept:other_functions,REQUIRES,BUILT_IN_FUNCTION_concept:sql_basics,5,5
MSSQL_Functions,BUILT_IN_FUNCTION_concept:wildcards,REQUIRES,BUILT_IN_FUNCTION_concept:sql_basics,5,5
MSSQL_Functions,BUILT_IN_FUNCTION_concept:string_functions,NEXT,BUILT_IN_FUNCTION_concept:math_functions,3,2
MSSQL_Functions,BUILT_IN_FUNCTION_concept:math_functions,NEXT,BUILT_IN_FUNCTION_concept:date_functions,3,2
MSSQL_Functions,BUILT_IN_FUNCTION_concept:date_functions,NEXT,BUILT_IN_FUNCTION_concept:other_functions,3,2
MSSQL_Functions,BUILT_IN_FUNCTION_concept:other_functions,NEXT,BUILT_IN_FUNCTION_concept:wildcards,3,2
MSSQL_Functions,BUILT_IN_FUNCTION_concept:string_functions,SIMILAR_TO,BUILT_IN_FUNCTION_concept:wildcards,2,1
MSSQL_Functions,BUILT_IN_FUNCTION_concept:math_functions,SIMILAR_TO,BUILT_IN_FUNCTION_concept:other_functions,2,1
MSSQL_Functions,BUILT_IN_FUNCTION_concept:date_functions,SIMILAR_TO,BUILT_IN_FUNCTION_concept:other_functions,2,1
MSSQL-Basic-CRUD,CRUD_concept:sql_select,REQUIRES,CRUD_concept:filtering_and_sorting,4,4
MSSQL-Basic-CRUD,CRUD_concept:sql_select,IS_PREREQUISITE_OF,CRUD_concept:sql_insert,3,3
MSSQL-Basic-CRUD,CRUD_concept:sql_select,IS_PREREQUISITE_OF,CRUD_concept:sql_update,3,3
MSSQL-Basic-CRUD,CRUD_concept:sql_select,IS_PREREQUISITE_OF,CRUD_concept:sql_delete,3,3
MSSQL-Basic-CRUD,CRUD_concept:views,REQUIRES,CRUD_concept:sql_select,5,5
